Augmentation,Augmentation Type,Model,Corruption,Severity,Model Accuracy,Class Accuracy
test,density,ptv1,occlusion,4,0.24716369529983792,0.2801104651162791
test,density,ptv1,occlusion,5,0.2366288492706645,0.24856976744186046
test,transform,ptv1,rotation,1,0.7220421393841167,0.6771976744186047
test,transform,ptv1,rotation,2,0.723257698541329,0.6751453488372092
test,transform,ptv1,rotation,3,0.6912479740680713,0.6506976744186046
test,transform,ptv1,rotation,4,0.6405996758508914,0.6083313953488372
test,transform,ptv1,rotation,5,0.46312803889789306,0.4439069767441861
test,transform,ptv1,shear,1,0.7155591572123177,0.6718662790697675
test,transform,ptv1,shear,2,0.700162074554295,0.6595348837209303
test,transform,ptv1,shear,3,0.6661264181523501,0.6166627906976745
test,transform,ptv1,shear,4,0.6405996758508914,0.6037906976744186
test,transform,ptv1,shear,5,0.593192868719611,0.5474709302325582
test,noise,ptv1,uniform,1,0.710291734197731,0.6654534883720931
test,noise,ptv1,uniform,2,0.6940842787682334,0.6521162790697674
test,noise,ptv1,uniform,3,0.6681523500810372,0.6248313953488372
test,noise,ptv1,uniform,4,0.6316855753646677,0.5757093023255815
test,noise,ptv1,uniform,5,0.5887358184764991,0.5116686046511628
test,noise,ptv1,upsampling,1,0.6681523500810372,0.6253372093023255
test,noise,ptv1,upsampling,2,0.6491085899513777,0.6024244186046511
test,noise,ptv1,upsampling,3,0.6450567260940032,0.6040523255813953
test,noise,ptv1,upsampling,4,0.6053484602917342,0.5542732558139536
test,noise,ptv1,upsampling,5,0.5222852512155591,0.46841279069767444
